"","ID","LMT_Date","Age","Sex","Year","site","dist_hub","Stage"
"227",128,2014-07-25,"Adult","Male",2014,"Webb",363.89928246664,"3Post_Hunt"
"228",128,2014-07-26,"Adult","Male",2014,"Webb",497.645586236537,"3Post_Hunt"
"229",128,2014-07-27,"Adult","Male",2014,"Webb",176.936609714867,"3Post_Hunt"
"230",128,2014-07-28,"Adult","Male",2014,"Webb",215.832985385501,"3Post_Hunt"
"231",128,2014-07-29,"Adult","Male",2014,"Webb",160.411330065695,"3Post_Hunt"
"232",128,2014-07-30,"Adult","Male",2014,"Webb",279.01177575727,"3Post_Hunt"
"233",128,2014-07-31,"Adult","Male",2014,"Webb",136.295714166747,"3Post_Hunt"
"234",129,2014-03-01,"Adult","Male",2014,"Webb",381.681644127268,"1Pre_Hunt"
"235",129,2014-03-02,"Adult","Male",2014,"Webb",1226.19316762336,"1Pre_Hunt"
"236",129,2014-03-03,"Adult","Male",2014,"Webb",855.232450275334,"1Pre_Hunt"
"237",129,2014-03-04,"Adult","Male",2014,"Webb",584.851292933525,"1Pre_Hunt"
"238",129,2014-03-05,"Adult","Male",2014,"Webb",456.053766366689,"1Pre_Hunt"
"239",129,2014-03-06,"Adult","Male",2014,"Webb",429.583118356934,"1Pre_Hunt"
"240",129,2014-03-07,"Adult","Male",2014,"Webb",588.180903356031,"1Pre_Hunt"
"241",129,2014-03-08,"Adult","Male",2014,"Webb",392.915899099823,"1Pre_Hunt"
"242",129,2014-03-09,"Adult","Male",2014,"Webb",535.414223616714,"1Pre_Hunt"
"243",129,2014-03-10,"Adult","Male",2014,"Webb",600.206173084563,"1Pre_Hunt"
"244",129,2014-03-11,"Adult","Male",2014,"Webb",632.070951503586,"1Pre_Hunt"
"245",129,2014-03-12,"Adult","Male",2014,"Webb",697.558281855701,"1Pre_Hunt"
"246",129,2014-03-13,"Adult","Male",2014,"Webb",741.478268884802,"1Pre_Hunt"
"247",129,2014-03-14,"Adult","Male",2014,"Webb",829.845432060897,"1Pre_Hunt"
"248",129,2014-03-15,"Adult","Male",2014,"Webb",753.551324380196,"1Pre_Hunt"
"249",129,2014-03-16,"Adult","Male",2014,"Webb",574.391403644155,"1Pre_Hunt"
"250",129,2014-03-17,"Adult","Male",2014,"Webb",552.666329013124,"1Pre_Hunt"
"251",129,2014-03-18,"Adult","Male",2014,"Webb",535.393438963727,"1Pre_Hunt"
"252",129,2014-03-19,"Adult","Male",2014,"Webb",566.74822452549,"1Pre_Hunt"
"253",129,2014-03-20,"Adult","Male",2014,"Webb",594.408470047317,"1Pre_Hunt"
"254",129,2014-03-21,"Adult","Male",2014,"Webb",569.286893642457,"1Pre_Hunt"
"255",129,2014-03-22,"Adult","Male",2014,"Webb",561.474317387309,"1Pre_Hunt"
"256",129,2014-03-23,"Adult","Male",2014,"Webb",496.660275684226,"1Pre_Hunt"
"257",129,2014-03-24,"Adult","Male",2014,"Webb",689.710483635038,"1Pre_Hunt"
"258",129,2014-03-25,"Adult","Male",2014,"Webb",715.330504184149,"1Pre_Hunt"
"259",129,2014-03-26,"Adult","Male",2014,"Webb",770.643724577747,"1Pre_Hunt"
"260",129,2014-03-27,"Adult","Male",2014,"Webb",337.893500593321,"1Pre_Hunt"
"261",129,2014-03-28,"Adult","Male",2014,"Webb",593.47014204176,"1Pre_Hunt"
"262",129,2014-03-29,"Adult","Male",2014,"Webb",820.588189952831,"1Pre_Hunt"
"263",129,2014-03-30,"Adult","Male",2014,"Webb",613.135816287084,"1Pre_Hunt"
"264",129,2014-03-31,"Adult","Male",2014,"Webb",768.76150474882,"1Pre_Hunt"
"265",129,2014-04-01,"Adult","Male",2014,"Webb",613.985813501614,"2Hunt"
"266",129,2014-04-02,"Adult","Male",2014,"Webb",562.777868509953,"2Hunt"
"267",129,2014-04-03,"Adult","Male",2014,"Webb",547.281109145299,"2Hunt"
"268",129,2014-04-04,"Adult","Male",2014,"Webb",658.314438703331,"2Hunt"
"269",129,2014-04-05,"Adult","Male",2014,"Webb",626.715052955191,"2Hunt"
"270",129,2014-04-06,"Adult","Male",2014,"Webb",558.141886526495,"2Hunt"
"271",129,2014-04-07,"Adult","Male",2014,"Webb",653.637861132204,"2Hunt"
"272",129,2014-04-08,"Adult","Male",2014,"Webb",577.506252536363,"2Hunt"
"273",129,2014-04-09,"Adult","Male",2014,"Webb",654.645666166463,"2Hunt"
"274",129,2014-04-10,"Adult","Male",2014,"Webb",620.462968802139,"2Hunt"
"275",129,2014-04-11,"Adult","Male",2014,"Webb",417.545951645243,"2Hunt"
"276",129,2014-04-12,"Adult","Male",2014,"Webb",472.172643736045,"2Hunt"
"277",129,2014-04-13,"Adult","Male",2014,"Webb",662.139512941781,"2Hunt"
"278",129,2014-04-14,"Adult","Male",2014,"Webb",425.252560317541,"2Hunt"
"279",129,2014-04-15,"Adult","Male",2014,"Webb",589.196038051976,"2Hunt"
"280",129,2014-04-16,"Adult","Male",2014,"Webb",721.910024031436,"2Hunt"
"281",129,2014-04-17,"Adult","Male",2014,"Webb",828.945227571087,"2Hunt"
"282",129,2014-04-18,"Adult","Male",2014,"Webb",433.2419131074,"2Hunt"
"283",129,2014-04-19,"Adult","Male",2014,"Webb",330.534596323576,"2Hunt"
"284",129,2014-04-20,"Adult","Male",2014,"Webb",647.246242531721,"2Hunt"
"285",129,2014-04-21,"Adult","Male",2014,"Webb",712.563325904721,"2Hunt"
"286",129,2014-04-22,"Adult","Male",2014,"Webb",841.869064586855,"2Hunt"
"287",129,2014-04-23,"Adult","Male",2014,"Webb",646.733222495773,"2Hunt"
"288",129,2014-04-24,"Adult","Male",2014,"Webb",764.687677286065,"2Hunt"
"289",129,2014-04-25,"Adult","Male",2014,"Webb",663.858974719809,"2Hunt"
"290",129,2014-04-26,"Adult","Male",2014,"Webb",490.066309010992,"2Hunt"
"291",129,2014-04-27,"Adult","Male",2014,"Webb",612.141189146359,"2Hunt"
"292",129,2014-04-28,"Adult","Male",2014,"Webb",560.929976731519,"2Hunt"
"293",129,2014-04-29,"Adult","Male",2014,"Webb",559.511168356942,"2Hunt"
"294",129,2014-04-30,"Adult","Male",2014,"Webb",549.138986528503,"2Hunt"
"295",129,2014-05-01,"Adult","Male",2014,"Webb",495.510495679081,"2Hunt"
"296",129,2014-05-02,"Adult","Male",2014,"Webb",409.661136893064,"3Post_Hunt"
"297",129,2014-05-03,"Adult","Male",2014,"Webb",380.287872507532,"3Post_Hunt"
"298",129,2014-05-04,"Adult","Male",2014,"Webb",629.406333270315,"3Post_Hunt"
"299",129,2014-05-05,"Adult","Male",2014,"Webb",688.721434010946,"3Post_Hunt"
"300",129,2014-05-06,"Adult","Male",2014,"Webb",545.967292413784,"3Post_Hunt"
"301",129,2014-05-07,"Adult","Male",2014,"Webb",570.767104111085,"3Post_Hunt"
"302",129,2014-05-08,"Adult","Male",2014,"Webb",252.225310111065,"3Post_Hunt"
"303",129,2014-05-09,"Adult","Male",2014,"Webb",422.031725951925,"3Post_Hunt"
